assembly_id,contig_id,contig_len,plasmid_id,plasmid_name,strain,query_length,ref_length,overall_percent_identity,query_covered_length,ref_covered_length,covered_intervals,query_intervals,subject_hit_coords,query_coverage_percent,call_method
ESI403H,contig_18 [gcode=11] [topology=linear],3457,gb|AE000794.2|,lp28-1,B31,3457,28155,92.05053449951409,17966,20277,"[(23670, 25580), (18453, 20084), (25028, 26600), (19519, 21815), (23888, 26162), (18949, 21221), (26180, 27931), (18453, 20654), (20103, 22327), (24454, 26600)]","[(1885, 3452), (1185, 3452), (1185, 3097), (1185, 3457), (1185, 3390), (1185, 2811), (1246, 3457), (3, 1770), (1314, 3453)]","[(26162, 23888), (26600, 24454), (21815, 19519), (21221, 18949), (22327, 20103), (20654, 18453), (26180, 27931), (25580, 23670), (26600, 25028), (20084, 18453)]",519.6991611223604,wp
ESI403H,contig_19 [gcode=11] [topology=linear],2179,gb|CP001491.1|,cp32-11,94a,2179,30648,99.58696649839376,2178,2178,"[(1921, 4099)]","[(1, 2179)]","[(4099, 1921)]",99.95410738871044,wp
ESI403H,contig_2 [gcode=11] [topology=linear],53787,A20_B31_lp54_ParA_X,lp54,A20,53787,250,100.0,749,249,"[(1, 250)]","[(13669, 14418)]","[(1, 250)]",1.3925297934445129,pf32
ESI403H,contig_20 [gcode=11] [topology=linear],1194,gb|AE001576.1|,cp32-3,B31,1194,30223,98.3249581239531,1193,1193,"[(5299, 6492)]","[(1, 1194)]","[(5299, 6492)]",99.91624790619764,wp
ESI403H,contig_21 [gcode=11] [topology=linear],690,gb|CP094586.1|,cp32-6,B379,690,30642,100.0,689,689,"[(8583, 9272)]","[(1, 690)]","[(9272, 8583)]",99.85507246376812,wp
ESI403H,contig_22 [gcode=11] [topology=linear],613,gb|CP001269.1|,cp32-8,156a,613,30946,100.0,612,612,"[(4100, 4712)]","[(1, 613)]","[(4100, 4712)]",99.836867862969,wp
ESI403H,contig_23 [gcode=11] [topology=linear],538,gb|CP001200.1|,cp32-12,ZS7,538,29806,100.0,537,537,"[(6496, 7033)]","[(1, 538)]","[(7033, 6496)]",99.81412639405204,wp
ESI403H,contig_24 [gcode=11] [topology=linear],465,gb|CP001565.1|,cp32-12,Bol26,465,31433,99.56896551724138,463,463,"[(7527, 7990)]","[(1, 464)]","[(7527, 7990)]",99.56989247311829,wp
ESI403H,contig_25 [gcode=11] [topology=linear],455,gb|CP001208.1|,cp32-4,ZS7,455,30964,100.0,454,454,"[(8020, 8474)]","[(1, 455)]","[(8474, 8020)]",99.78021978021978,wp
ESI403H,contig_26 [gcode=11] [topology=linear],293,gb|CP001491.1|,cp32-11,94a,293,30648,100.0,292,292,"[(4868, 5160)]","[(1, 293)]","[(5160, 4868)]",99.65870307167236,wp
ESI403H,contig_3 [gcode=11] [topology=linear],50015,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,50015,246,100.0,1450,241,"[(1, 242)]","[(51, 776), (6447, 7172)]","[(1, 242), (1, 242)]",2.899130260921724,pf32
ESI403H,contig_4 [gcode=11] [topology=linear],33222,K21_B31_lp36_ParA_X,lp36,K21,33222,249,100.0,728,242,"[(1, 243)]","[(11444, 12172)]","[(1, 243)]",2.1913190054782974,pf32
ESI403H,contig_5 [gcode=11] [topology=linear],30699,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,30699,257,100.0,770,256,"[(1, 257)]","[(19650, 20420)]","[(1, 257)]",2.5082250236164043,pf32
ESI403H,contig_6 [gcode=11] [topology=linear],30474,N32_B31_cp32-9_ParA_X,cp32-9,N32,30474,251,100.0,743,247,"[(1, 248)]","[(8486, 9229)]","[(1, 248)]",2.438143991599396,pf32
ESI403H,contig_7 [gcode=11] [topology=linear],30313,P32_B31_cp32-1_ParA_X,cp32-1,P32,30313,246,100.0,737,245,"[(1, 246)]","[(26611, 27348)]","[(1, 246)]",2.4313001022663547,pf32
ESI403H,contig_8 [gcode=11] [topology=linear],30286,RS01520_MM1_plsm_cp32-6_ParA_X,cp32-6,RS01520,30286,249,100.0,746,248,"[(1, 249)]","[(14167, 14913)]","[(1, 249)]",2.463184309581985,pf32
ESI403H,contig_9 [gcode=11] [topology=linear],30271,RS00580_ZS7_ZS7_cp32-12_ParA_X,cp32-12,RS00580,30271,260,100.0,779,259,"[(1, 260)]","[(24043, 24822)]","[(1, 260)]",2.573420105051039,pf32
ESI425H,contig_1 [gcode=11] [topology=linear],434789,B379_chromosome_ParA_2,chromosome,B379,434789,380,99.72677595628416,1097,365,"[(1, 366)]","[(368488, 369585)]","[(1, 366)]",0.2523062910975209,pf32
ESI425H,contig_10 [gcode=11] [topology=linear],27761,RS06415_JD1_JD1_lp28-5_ParA_X,lp28-5,RS06415,27761,250,100.0,749,249,"[(1, 250)]","[(19615, 20364)]","[(1, 250)]",2.69802960988437,pf32
ESI425H,contig_11 [gcode=11] [topology=linear],26516,MM1_cp26_ParA_1,cp26,MM1,26516,253,100.0,758,252,"[(1, 253)]","[(25641, 26399)]","[(1, 253)]",2.858651380298688,pf32
ESI425H,contig_12 [gcode=11] [topology=linear],26135,RS210_MM1_plsm_lp28-8_ParA_X,lp28-8,RS210,26135,271,100.0,812,270,"[(1, 271)]","[(15250, 16062)]","[(1, 271)]",3.106944710158791,pf32
ESI425H,contig_13 [gcode=11] [topology=linear],24817,RS00670_JD1_JD1_lp25_ParA_X,lp25,RS00670,24817,252,99.6031746031746,755,251,"[(1, 252)]","[(12276, 13031)]","[(1, 252)]",3.0422694120965468,pf32
ESI425H,contig_14 [gcode=11] [topology=linear],17472,gb|CP031412.1|,chromosome,MM1,17472,908512,99.46815167062944,15977,15978,"[(892549, 904705), (904690, 908512)]","[(1, 12156), (12844, 16666)]","[(892549, 904705), (904690, 908512)]",91.44345238095238,wp
ESI425H,contig_15 [gcode=11] [topology=linear],14457,gb|CP001497.1|,lp17,94a,14457,18110,99.46720177138111,14447,14438,"[(1, 14439)]","[(10, 14457)]","[(1, 14439)]",99.9308293560213,wp
ESI425H,contig_16 [gcode=11] [topology=linear],3636,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,3636,246,100.0,725,241,"[(1, 242)]","[(62, 787)]","[(1, 242)]",19.93949394939494,pf32
ESI425H,contig_17 [gcode=11] [topology=linear],3119,gb|AE000783.1|,chromosome,B31,3119,910724,99.87175376723307,3118,6236,"[(435179, 438297), (438424, 441542)]","[(1, 3119)]","[(435179, 438297), (438424, 441542)]",99.96793844180829,wp
ESI425H,contig_18 [gcode=11] [topology=linear],828,gb|CP031409.1|,lp28-8,MM1,828,28515,87.94922224208833,4442,5506,"[(27662, 28485), (21315, 21850), (24237, 24774), (25435, 25962), (18271, 18773), (20750, 21251), (17633, 18167), (18846, 19378), (26005, 26524), (21958, 22454)]","[(302, 828), (301, 826), (334, 826), (336, 826), (287, 826), (300, 828), (1, 826), (311, 828)]","[(28485, 27662), (25435, 25962), (26005, 26524), (21958, 22454), (18846, 19378), (21315, 21850), (17633, 18167), (18271, 18773), (24237, 24774), (20750, 21251)]",536.4734299516908,wp
ESI425H,contig_19 [gcode=11] [topology=linear],422,gb|CP031409.1|,lp28-8,MM1,422,28515,99.28909952606637,421,421,"[(26884, 27305)]","[(1, 422)]","[(27305, 26884)]",99.76303317535546,wp
ESI425H,contig_2 [gcode=11] [topology=linear],342816,RS01390_WI91-23_WI91-23_lp56_ParA_X,chromosome,RS01390,342816,323,100.0,968,322,"[(1, 323)]","[(214282, 215250)]","[(1, 323)]",0.2823672173994212,pf32
ESI425H,contig_20 [gcode=11] [topology=linear],354,gb|CP031409.1|,lp28-8,MM1,354,28515,98.1638418079096,353,706,"[(27306, 27659), (26530, 26883)]","[(1, 354)]","[(27659, 27306), (26530, 26883)]",99.7175141242938,wp
ESI425H,contig_3 [gcode=11] [topology=linear],108461,RS03465_29805_29805_lp54_ParA_X,chromosome,RS03465,108461,250,100.0,749,249,"[(1, 250)]","[(99834, 100583)]","[(1, 250)]",0.6905708042522196,pf32
ESI425H,contig_4 [gcode=11] [topology=linear],56468,RS01335_MM1_plsm_lp36_ParA_X,lp36,RS01335,56468,249,100.0,728,242,"[(1, 243)]","[(16496, 17224)]","[(1, 243)]",1.2892257561804916,pf32
ESI425H,contig_5 [gcode=11] [topology=linear],52616,A20_B31_lp54_ParA_X,lp54,A20,52616,250,100.0,749,249,"[(1, 250)]","[(38312, 39061)]","[(1, 250)]",1.4235213623232477,pf32
ESI425H,contig_6 [gcode=11] [topology=linear],30871,RS01730_MM1_plsm_cp32-9_ParA_X,cp32-9,RS01730,30871,251,99.59677419354838,743,247,"[(1, 248)]","[(13407, 14150)]","[(1, 248)]",2.4067895435845936,pf32
ESI425H,contig_7 [gcode=11] [topology=linear],30428,O32_B31_cp32-7_ParA_X,cp32-7,O32,30428,249,100.0,746,248,"[(1, 249)]","[(19896, 20642)]","[(1, 249)]",2.4516892336006317,pf32
ESI425H,contig_8 [gcode=11] [topology=linear],29638,Q40_B31_lp56_ParA_X,lp56,Q40,29638,251,99.601593625498,752,250,"[(1, 251)]","[(13376, 14128)]","[(1, 251)]",2.537283217491059,pf32
ESI425H,contig_9 [gcode=11] [topology=linear],28483,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,28483,257,100.0,770,256,"[(1, 257)]","[(19573, 20343)]","[(1, 257)]",2.7033669206193167,pf32
GCF_002151465.1_ASM215146v1_genomic,"NZ_CP019844.1 Borreliella burgdorferi strain PAli chromosome, complete genome",909921,NE_5261_chromosome_ParA_2,chromosome,NE_5261,909921,380,100.0,1097,365,"[(1, 366)]","[(368075, 369172)]","[(1, 366)]",0.1205599167400246,pf32
GCF_002151465.1_ASM215146v1_genomic,"NZ_CP019845.1 Borreliella burgdorferi isolate yes plasmid cp26, complete sequence",26498,NE_5261_cp26_ParA_1,cp26,NE_5261,26498,253,100.0,758,252,"[(1, 253)]","[(9275, 10033)]","[(1, 253)]",2.86059325232093,pf32
GCF_002151465.1_ASM215146v1_genomic,"NZ_CP019846.1 Borreliella burgdorferi isolate yes plasmid cp32-1, complete sequence",30726,P32_B31_cp32-1_ParA_X,cp32-1,P32,30726,246,100.0,737,245,"[(1, 246)]","[(20742, 21479)]","[(1, 246)]",2.3986200611859663,pf32
GCF_002151465.1_ASM215146v1_genomic,"NZ_CP019847.1 Borreliella burgdorferi isolate yes plasmid cp32-3, complete sequence",30418,S35_B31_cp32-3_ParA_X,cp32-3,S35,30418,246,100.0,737,245,"[(1, 246)]","[(21257, 21994)]","[(1, 246)]",2.4229074889867843,pf32
GCF_002151465.1_ASM215146v1_genomic,"NZ_CP019848.1 Borreliella burgdorferi isolate yes plasmid cp32-4, complete sequence",30299,RS01165_B31_NRZ_p_cp32-4_ParA_X,cp32-4,RS01165,30299,251,100.0,752,250,"[(1, 251)]","[(20609, 21361)]","[(1, 251)]",2.481930096702861,pf32
GCF_002151465.1_ASM215146v1_genomic,"NZ_CP019849.1 Borreliella burgdorferi isolate yes plasmid cp32-5, complete sequence",30674,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,30674,257,100.0,770,256,"[(1, 257)]","[(20761, 21531)]","[(1, 257)]",2.5102692834322227,pf32
GCF_002151465.1_ASM215146v1_genomic,"NZ_CP019850.1 Borreliella burgdorferi isolate yes plasmid cp32-9, complete sequence",30580,N32_B31_cp32-9_ParA_X,cp32-9,N32,30580,251,100.0,743,247,"[(1, 248)]","[(20746, 21489)]","[(1, 248)]",2.429692609548725,pf32
GCF_002151465.1_ASM215146v1_genomic,"NZ_CP019851.1 Borreliella burgdorferi isolate yes plasmid lp17, complete sequence",16820,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,16820,246,100.0,725,241,"[(1, 242)]","[(2757, 3482)]","[(1, 242)]",4.310344827586207,pf32
GCF_002151465.1_ASM215146v1_genomic,"NZ_CP019852.1 Borreliella burgdorferi isolate yes plasmid lp36, complete sequence",36714,K21_B31_lp36_ParA_X,lp36,K21,36714,249,100.0,728,242,"[(1, 243)]","[(13466, 14194)]","[(1, 243)]",1.9828948085199107,pf32
GCF_002151465.1_ASM215146v1_genomic,"NZ_CP019853.1 Borreliella burgdorferi isolate yes plasmid lp38, complete sequence",38841,J17_B31_lp38_ParA_X,lp38,J17,38841,245,100.0,734,244,"[(1, 245)]","[(11169, 11903)]","[(1, 245)]",1.8897556705543117,pf32
GCF_002151465.1_ASM215146v1_genomic,"NZ_CP019854.1 Borreliella burgdorferi isolate yes plasmid lp54, complete sequence",53650,A20_B31_lp54_ParA_X,lp54,A20,53650,250,100.0,749,249,"[(1, 250)]","[(13555, 14304)]","[(1, 250)]",1.3960857409133272,pf32
GCF_002151465.1_ASM215146v1_genomic,"NZ_CP019855.1 Borreliella burgdorferi isolate yes plasmid lp56, complete sequence",52971,Q40_B31_lp56_ParA_X,lp56,Q40,52971,251,100.0,752,250,"[(1, 251)]","[(24518, 25270)]","[(1, 251)]",1.419644711257103,pf32
GCF_002151485.1_ASM215148v1_genomic,"NZ_CP019916.1 Borreliella burgdorferi strain PAbe chromosome, complete genome",910728,NE_5261_chromosome_ParA_2,chromosome,NE_5261,910728,380,100.0,1097,365,"[(1, 366)]","[(368883, 369980)]","[(1, 366)]",0.1204530880789873,pf32
GCF_002151485.1_ASM215148v1_genomic,"NZ_CP019917.1 Borreliella burgdorferi strain PAbe plasmid p_cp26, complete sequence",26498,NE_5261_cp26_ParA_1,cp26,NE_5261,26498,253,100.0,758,252,"[(1, 253)]","[(9275, 10033)]","[(1, 253)]",2.86059325232093,pf32
GCF_002151485.1_ASM215148v1_genomic,"NZ_CP019918.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-5-1, complete sequence",56632,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,56632,257,100.0,770,256,"[(1, 257)]","[(14046, 14816)]","[(1, 257)]",1.3596553185478175,pf32
GCF_002151485.1_ASM215148v1_genomic,"NZ_CP019919.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-2, complete sequence",31245,O32_B31_cp32-7_ParA_X,cp32-7,O32,31245,249,100.0,746,248,"[(1, 249)]","[(21443, 22189)]","[(1, 249)]",2.3875820131220995,pf32
GCF_002151485.1_ASM215148v1_genomic,"NZ_CP019920.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-3, complete sequence",25789,S35_B31_cp32-3_ParA_X,cp32-3,S35,25789,246,100.0,737,245,"[(1, 246)]","[(16823, 17560)]","[(1, 246)]",2.85780759238435,pf32
GCF_002151485.1_ASM215148v1_genomic,"NZ_CP019921.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-9-4, complete sequence",62238,RS01165_B31_NRZ_p_cp32-4_ParA_X,cp32-4,RS01165,62238,251,100.0,752,250,"[(1, 251)]","[(51267, 52019)]","[(1, 251)]",1.2082650470773484,pf32
GCF_002151485.1_ASM215148v1_genomic,"NZ_CP019922.1 Borreliella burgdorferi strain PAbe plasmid p_lp17, complete sequence",16800,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,16800,246,100.0,725,241,"[(1, 242)]","[(2758, 3483)]","[(1, 242)]",4.315476190476191,pf32
GCF_002151485.1_ASM215148v1_genomic,"NZ_CP019923.1 Borreliella burgdorferi strain PAbe plasmid p_lp28-1, complete sequence",28157,F24_B31_lp28-1_ParA_X,lp28-1,F24,28157,254,100.0,761,253,"[(1, 254)]","[(14365, 15126)]","[(1, 254)]",2.702702702702702,pf32
GCF_002151485.1_ASM215148v1_genomic,"NZ_CP019924.1 Borreliella burgdorferi strain PAbe plasmid p_lp36, complete sequence",36846,K21_B31_lp36_ParA_X,lp36,K21,36846,249,100.0,728,242,"[(1, 243)]","[(13598, 14326)]","[(1, 243)]",1.9757911306519025,pf32
GCF_002151485.1_ASM215148v1_genomic,"NZ_CP019925.1 Borreliella burgdorferi strain PAbe plasmid p_lp54, complete sequence",53650,A20_B31_lp54_ParA_X,lp54,A20,53650,250,100.0,749,249,"[(1, 250)]","[(13555, 14304)]","[(1, 250)]",1.3960857409133272,pf32
GCF_002151485.1_ASM215148v1_genomic,"NZ_CP019926.1 Borreliella burgdorferi strain PAbe plasmid p_lp56, complete sequence",52971,Q40_B31_lp56_ParA_X,lp56,Q40,52971,251,100.0,752,250,"[(1, 251)]","[(24518, 25270)]","[(1, 251)]",1.419644711257103,pf32
GCF_002151505.1_ASM215150v1_genomic,"NZ_CP019755.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp26, complete sequence",26498,NE_5261_cp26_ParA_1,cp26,NE_5261,26498,253,100.0,758,252,"[(1, 253)]","[(9275, 10033)]","[(1, 253)]",2.86059325232093,pf32
GCF_002151505.1_ASM215150v1_genomic,"NZ_CP019756.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-1_1, complete sequence",61418,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,61418,257,100.0,770,256,"[(1, 257)]","[(20762, 21532)]","[(1, 257)]",1.253704125826305,pf32
GCF_002151505.1_ASM215150v1_genomic,"NZ_CP019757.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-2, complete sequence",31245,O32_B31_cp32-7_ParA_X,cp32-7,O32,31245,249,100.0,746,248,"[(1, 249)]","[(21443, 22189)]","[(1, 249)]",2.3875820131220995,pf32
GCF_002151505.1_ASM215150v1_genomic,"NZ_CP019758.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-3, complete sequence",30222,S35_B31_cp32-3_ParA_X,cp32-3,S35,30222,246,100.0,737,245,"[(1, 246)]","[(21256, 21993)]","[(1, 246)]",2.438620872212296,pf32
GCF_002151505.1_ASM215150v1_genomic,"NZ_CP019759.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-4, complete sequence",30300,RS01165_B31_NRZ_p_cp32-4_ParA_X,cp32-4,RS01165,30300,251,100.0,752,250,"[(1, 251)]","[(20610, 21362)]","[(1, 251)]",2.4818481848184817,pf32
GCF_002151505.1_ASM215150v1_genomic,"NZ_CP019760.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-9, complete sequence",30651,N32_B31_cp32-9_ParA_X,cp32-9,N32,30651,251,100.0,743,247,"[(1, 248)]","[(20817, 21560)]","[(1, 248)]",2.424064467717203,pf32
GCF_002151505.1_ASM215150v1_genomic,"NZ_CP019761.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp17, complete sequence",16821,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,16821,246,100.0,725,241,"[(1, 242)]","[(2758, 3483)]","[(1, 242)]",4.310088579751501,pf32
GCF_002151505.1_ASM215150v1_genomic,NZ_CP019762.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp28-1,21891,F24_B31_lp28-1_ParA_X,lp28-1,F24,21891,254,100.0,761,253,"[(1, 254)]","[(12500, 13261)]","[(1, 254)]",3.476314467132612,pf32
GCF_002151505.1_ASM215150v1_genomic,"NZ_CP019763.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp36, complete sequence",36780,K21_B31_lp36_ParA_X,lp36,K21,36780,249,100.0,728,242,"[(1, 243)]","[(13532, 14260)]","[(1, 243)]",1.979336595976074,pf32
GCF_002151505.1_ASM215150v1_genomic,"NZ_CP019764.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp38, complete sequence",38834,J17_B31_lp38_ParA_X,lp38,J17,38834,245,100.0,734,244,"[(1, 245)]","[(11162, 11896)]","[(1, 245)]",1.8900963073595305,pf32
GCF_002151505.1_ASM215150v1_genomic,"NZ_CP019765.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp54, complete sequence",53650,A20_B31_lp54_ParA_X,lp54,A20,53650,250,100.0,749,249,"[(1, 250)]","[(13555, 14304)]","[(1, 250)]",1.3960857409133272,pf32
GCF_002151505.1_ASM215150v1_genomic,"NZ_CP019766.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp56, complete sequence",52951,Q40_B31_lp56_ParA_X,lp56,Q40,52951,251,100.0,752,250,"[(1, 251)]","[(24498, 25250)]","[(1, 251)]",1.420180921984476,pf32
GCF_002151505.1_ASM215150v1_genomic,"NZ_CP019767.1 Borreliella burgdorferi strain B31_NRZ isolate B31 chromosome, complete genome",909921,NE_5261_chromosome_ParA_2,chromosome,NE_5261,909921,380,100.0,1097,365,"[(1, 366)]","[(368075, 369172)]","[(1, 366)]",0.1205599167400246,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031397.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp54, complete sequence",53798,A20_B31_lp54_ParA_X,lp54,A20,53798,250,100.0,749,249,"[(1, 250)]","[(13708, 14457)]","[(1, 250)]",1.3922450648723,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031398.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp26, complete sequence",26507,MM1_cp26_ParA_1,cp26,MM1,26507,253,100.0,758,252,"[(1, 253)]","[(9232, 9990)]","[(1, 253)]",2.8596219866450374,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031399.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp9, complete sequence",11401,gb|CP031399.1|,cp9,MM1,11401,11401,100.0,16916,16916,"[(5488, 8246), (8239, 10997), (1, 11401)]","[(5488, 8246), (8239, 10997), (1, 11401)]","[(1, 11401), (5488, 8246), (8239, 10997)]",148.37294974125078,wp
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031400.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp17, complete sequence",14437,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,14437,246,100.0,725,241,"[(1, 242)]","[(11849, 12574)]","[(1, 242)]",5.021818937452379,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031401.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp25, complete sequence",24154,RS00670_JD1_JD1_lp25_ParA_X,lp25,RS00670,24154,252,100.0,755,251,"[(1, 252)]","[(11603, 12358)]","[(1, 252)]",3.125776268940962,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031402.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-3, complete sequence",26768,H28_B31_lp28-3_ParA_X,lp28-3,H28,26768,251,100.0,752,250,"[(1, 251)]","[(17346, 18098)]","[(1, 251)]",2.809324566646742,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031403.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-4, complete sequence",27467,I21_B31_lp28-4_ParA_X,lp28-4,I21,27467,250,100.0,749,249,"[(1, 250)]","[(12524, 13273)]","[(1, 250)]",2.726908654021189,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031404.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp36, complete sequence",27951,RS01335_MM1_plsm_lp36_ParA_X,lp36,RS01335,27951,249,100.0,728,242,"[(1, 243)]","[(8840, 9568)]","[(1, 243)]",2.604557976458803,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031405.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-6, complete sequence",19997,RS01520_MM1_plsm_cp32-6_ParA_X,cp32-6,RS01520,19997,249,100.0,746,248,"[(1, 249)]","[(9161, 9907)]","[(1, 249)]",3.730559583937591,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031406.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-9, complete sequence",30606,RS01730_MM1_plsm_cp32-9_ParA_X,cp32-9,RS01730,30606,251,100.0,743,247,"[(1, 248)]","[(20701, 21444)]","[(1, 248)]",2.427628569561524,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031407.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-7, complete sequence",14018,O32_B31_cp32-7_ParA_X,cp32-7,O32,14018,249,100.0,746,248,"[(1, 249)]","[(5826, 6572)]","[(1, 249)]",5.321729205307462,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031408.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-1, complete sequence",30883,MM1_cp32-1_ParA_1,cp32-1,MM1,30883,246,100.0,737,245,"[(1, 246)]","[(10191, 10928)]","[(1, 246)]",2.3864261891655603,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031409.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-8, complete sequence",28515,RS210_MM1_plsm_lp28-8_ParA_X,lp28-8,RS210,28515,271,100.0,812,270,"[(1, 271)]","[(14989, 15801)]","[(1, 271)]",2.847624057513589,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031410.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-4, complete sequence",13328,RS02205_MM1_plsm_cp32-4_ParA_X,cp32-4,RS02205,13328,251,100.0,752,250,"[(1, 251)]","[(6661, 7413)]","[(1, 251)]",5.642256902761105,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031411.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-5, complete sequence",21898,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,21898,257,100.0,770,256,"[(1, 257)]","[(8652, 9422)]","[(1, 257)]",3.516302858708558,pf32
GCF_003367295.1_ASM336729v1_genomic,"NZ_CP031412.1 Borreliella burgdorferi strain MM1 chromosome main, complete sequence",908512,B379_chromosome_ParA_2,chromosome,B379,908512,380,99.72677595628416,1097,365,"[(1, 366)]","[(368593, 369690)]","[(1, 366)]",0.1207468916205839,pf32
GCF_019134655.1_ASM1913465v1_genomic,"NZ_CP077727.1 Borreliella burgdorferi strain B-17/2013 chromosome, complete genome",909995,B379_chromosome_ParA_2,chromosome,B379,909995,380,99.72677595628416,1097,365,"[(1, 366)]","[(368557, 369654)]","[(1, 366)]",0.1205501129127083,pf32
GCF_019134655.1_ASM1913465v1_genomic,"NZ_CP077728.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp26, complete sequence",26516,MM1_cp26_ParA_1,cp26,MM1,26516,253,100.0,758,252,"[(1, 253)]","[(9278, 10036)]","[(1, 253)]",2.858651380298688,pf32
GCF_019134655.1_ASM1913465v1_genomic,"NZ_CP077729.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-1, complete sequence",31004,O32_B31_cp32-7_ParA_X,cp32-7,O32,31004,249,100.0,746,248,"[(1, 249)]","[(1818, 2564)]","[(1, 249)]",2.4061411430783126,pf32
GCF_019134655.1_ASM1913465v1_genomic,"NZ_CP077730.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-2, complete sequence",30868,RS01730_MM1_plsm_cp32-9_ParA_X,cp32-9,RS01730,30868,251,99.59677419354838,743,247,"[(1, 248)]","[(1821, 2564)]","[(1, 248)]",2.40702345471038,pf32
GCF_019134655.1_ASM1913465v1_genomic,"NZ_CP077731.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-3, complete sequence",29645,Q40_B31_lp56_ParA_X,lp56,Q40,29645,251,99.601593625498,752,250,"[(1, 251)]","[(1817, 2569)]","[(1, 251)]",2.5366840951256537,pf32
GCF_019134655.1_ASM1913465v1_genomic,"NZ_CP077732.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-4, complete sequence",28639,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,28639,257,100.0,770,256,"[(1, 257)]","[(1814, 2584)]","[(1, 257)]",2.6886413631760884,pf32
